customer_id,name,gender,past_3_years_bike_related_purchases,DOB,age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
1846,Lorette Daspar,Female,4,18-12-1978,47,Senior Editor,Manufacturing,Affluent Customer,N,No,7
1854,Mandie Jeger,Female,11,12-09-1978,47,Community Outreach Specialist,n/a,High Net Worth,N,Yes,17
1886,Eugenie Belcham,Female,35,22-09-1978,47,Nurse,IT,Affluent Customer,N,No,18
1945,Griffin Gisbourn,Male,88,10-07-1978,47,Software Test Engineer II,n/a,High Net Worth,N,Yes,9
1959,Arlen Klossek,Male,3,18-09-1978,47,Director of Sales,Health,Mass Customer,N,Yes,16
1960,Falkner Jochens,Male,86,03-07-1978,47,Software Engineer II,n/a,Mass Customer,N,Yes,10
1985,Chrysler Longstaffe,Female,1,02-12-1978,47,Computer Systems Analyst I,n/a,Mass Customer,N,Yes,16
2005,Marina McElwee,Female,41,20-08-1978,47,Accountant I,Manufacturing,High Net Worth,N,No,17
2035,Kylie Terese,Male,40,01-06-1979,46,Senior Developer,Health,Mass Customer,N,No,19
2067,Slade Mulvin,Male,81,05-05-1979,46,Registered Nurse,Health,Mass Customer,N,No,17
2104,Livy Roote,Female,31,29-01-1979,46,Structural Analysis Engineer,Financial Services,Mass Customer,N,No,11
2116,Wyndham Ecob,Male,81,20-01-1979,46,Research Associate,Financial Services,Affluent Customer,N,Yes,9
2118,Ulrick Calyton,Male,29,22-07-1978,47,Developer III,n/a,High Net Worth,N,No,7
2138,Jonell Gon,Female,23,28-11-1978,47,Graphic Designer,Manufacturing,High Net Worth,N,No,15
2169,Jarrad Atwell,Male,80,28-02-1979,46,Senior Financial Analyst,Financial Services,Mass Customer,N,No,18
2172,Emmery Angrock,Male,6,05-01-1979,46,Information Systems Manager,Health,Affluent Customer,N,Yes,13
2190,Maressa Kondrachenko,Female,77,17-04-1979,46,NA,IT,Affluent Customer,N,No,13
2207,Junia Gall,Female,93,26-01-1979,46,Web Designer IV,Manufacturing,Mass Customer,N,Yes,16
2238,Nata Plinck,Female,96,14-09-1978,47,Director of Sales,Retail,Mass Customer,N,Yes,14
2246,Giraldo Lacer,Male,16,24-01-1979,46,Database Administrator III,n/a,Mass Customer,N,Yes,13
2279,Garrett Szymon,Male,42,19-03-1979,46,Human Resources Assistant II,Health,Mass Customer,N,No,3
2307,Corina Shadwick,Female,57,28-06-1978,47,Desktop Support Technician,Retail,High Net Worth,N,Yes,13
2349,Julee Garwell,Female,23,05-03-1979,46,Executive Secretary,Telecommunications,High Net Worth,N,No,3
2353,Lyn Luquet,Male,93,27-12-1978,47,Health Coach IV,Health,Affluent Customer,N,Yes,12
2383,Zaria Eberz,Female,34,15-09-1978,47,Compensation Analyst,Financial Services,Mass Customer,N,No,15
2415,Tanner Harp,Male,56,05-11-1978,47,Web Designer II,Manufacturing,Mass Customer,N,No,3
2419,Aron Karlsen,Male,96,04-07-1978,47,Physical Therapy Assistant,Property,High Net Worth,N,No,9
2422,Crysta Woliter,Female,96,30-11-1978,47,Librarian,Entertainment,High Net Worth,N,No,13
2471,Noland Bresland,Male,55,20-12-1978,47,Geological Engineer,Manufacturing,Mass Customer,N,Yes,8
2481,Amber Ruslin,Female,71,20-01-1979,46,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,12
2513,Rustie Ligoe,Male,55,31-07-1978,47,Structural Analysis Engineer,Property,Mass Customer,N,No,12
2517,Rozanna Kegan,Female,1,19-10-1978,47,Research Nurse,Health,Mass Customer,N,Yes,9
2528,Cassie Toffaloni,Male,81,23-09-1978,47,Senior Editor,Financial Services,Affluent Customer,N,No,15
2557,Lian Zarfai,Female,37,19-08-1978,47,NA,n/a,Mass Customer,N,No,19
2587,Maren Dachs,Female,76,30-03-1979,46,Data Coordiator,n/a,Affluent Customer,N,No,4
2606,Addi Seager,Female,56,19-08-1978,47,Electrical Engineer,Manufacturing,High Net Worth,N,No,12
2619,Lavinia Niess,Female,62,05-07-1978,47,Web Designer I,Financial Services,High Net Worth,N,Yes,14
2630,Jonathon ,Male,76,17-12-1978,47,Senior Sales Associate,Retail,Mass Customer,N,No,10
2640,Curran McMeekan,Male,75,24-08-1978,47,Computer Systems Analyst IV,n/a,Affluent Customer,N,No,12
2651,Silvan Ellison,Male,10,20-10-1978,47,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,10
2668,Allan Govan,Male,27,26-07-1978,47,Senior Quality Engineer,Health,Mass Customer,N,No,18
2685,Demetria Shoobridge,Female,42,06-08-1978,47,NA,n/a,Mass Customer,N,No,9
2742,Osgood Risby,Male,50,14-04-1979,46,Actuary,Financial Services,High Net Worth,N,Yes,15
2743,Carr Muckley,Male,67,25-05-1979,46,Social Worker,Health,High Net Worth,N,Yes,20
2749,Cale Cunningham,Male,3,12-01-1979,46,Sales Representative,Retail,Mass Customer,N,No,5
2763,Dalila Snawdon,Female,30,04-03-1979,46,Actuary,Financial Services,Mass Customer,N,Yes,10
2769,Trevor Itschakov,Male,31,10-09-1978,47,Product Engineer,Manufacturing,Affluent Customer,N,Yes,15
2778,Micheil Pockey,Male,50,13-08-1978,47,Paralegal,Financial Services,Mass Customer,N,No,12
2783,Antonin Gleaves,Male,14,24-08-1978,47,Sales Representative,Retail,Affluent Customer,N,Yes,7
2820,Tristam Gutcher,Male,44,01-03-1979,46,Engineer I,Manufacturing,Affluent Customer,N,Yes,16
2931,Efren Twiddell,Male,61,27-01-1979,46,Executive Secretary,IT,Mass Customer,N,Yes,6
2943,Caesar ,Male,65,10-01-1979,46,VP Sales,n/a,High Net Worth,N,No,17
3029,Timmie Gori,Male,85,17-07-1978,47,Business Systems Development Analyst,Manufacturing,Mass Customer,N,No,13
3033,Danielle Kener,Female,60,17-03-1979,46,Administrative Officer,Financial Services,High Net Worth,N,No,12
3072,Roma Prettjohn,Male,87,12-04-1979,46,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,10
3116,Correy Loynes,Male,16,29-06-1978,47,NA,Health,Mass Customer,N,No,7
3120,Lauree O'Donnell,Female,89,04-02-1979,46,Clinical Specialist,Health,Mass Customer,N,Yes,10
3125,Krystyna Scarasbrick,Female,2,21-08-1978,47,Social Worker,Health,High Net Worth,N,Yes,5
3144,Ringo Everson,Male,94,29-10-1978,47,Programmer Analyst III,Manufacturing,Mass Customer,N,Yes,8
3145,Gar Barnewille,Male,17,17-06-1978,47,Paralegal,Financial Services,High Net Worth,N,Yes,7
3160,Eadmund Braycotton,Male,87,03-07-1978,47,Mechanical Systems Engineer,IT,Mass Customer,N,No,21
3193,Augusta Henryson,Female,6,04-07-1978,47,Web Designer IV,Property,High Net Worth,N,No,7
3258,Hettie Godden,Female,77,10-12-1978,47,Sales Representative,Retail,Mass Customer,N,Yes,18
3260,Kelsy Rao,Female,6,30-05-1979,46,Research Associate,Telecommunications,High Net Worth,N,No,11
3264,Garret Higginbottam,Male,88,19-08-1978,47,NA,Financial Services,Mass Customer,N,Yes,17
3276,Goddart Pavelin,Male,10,18-04-1979,46,Legal Assistant,n/a,High Net Worth,N,No,3
3283,Rowe Barbary,Female,46,15-01-1979,46,Administrative Officer,Property,Mass Customer,N,Yes,6
3307,Portia Thirlwall,Female,96,02-09-1978,47,Analyst Programmer,Health,High Net Worth,N,No,14
3308,Daffi Idale,Female,5,20-05-1979,46,Cost Accountant,Financial Services,Mass Customer,N,Yes,14
3333,Celinda Asher,Female,30,08-05-1979,46,Software Test Engineer II,Property,Mass Customer,N,Yes,17
3336,Konstantine Terne,Male,47,10-01-1979,46,Research Assistant IV,Manufacturing,Mass Customer,N,Yes,8
3406,Lucy Lackmann,Female,35,28-04-1979,46,Business Systems Development Analyst,IT,Mass Customer,N,Yes,10
3503,Tootsie Rafter,Female,53,12-03-1979,46,Financial Advisor,Financial Services,Affluent Customer,N,Yes,10
3509,Janine Hesey,Female,85,22-11-1978,47,Pharmacist,Health,Mass Customer,N,Yes,15
3526,Pail Iacopini,Male,84,19-09-1978,47,General Manager,Telecommunications,High Net Worth,N,Yes,13
3527,Kiley Scotson,Female,77,02-12-1978,47,Senior Cost Accountant,Financial Services,High Net Worth,N,No,18
3586,Abby Brownstein,Female,79,05-02-1979,46,Registered Nurse,Health,Affluent Customer,N,No,10
3591,Dwight Kinsey,Male,15,28-10-1978,47,Accountant III,Financial Services,Mass Customer,N,No,10
3615,Junia Napton,Female,63,09-07-1978,47,Safety Technician II,IT,Mass Customer,N,Yes,8
3626,Cora Hince,Female,86,02-09-1978,47,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,12
3630,Jeni Heymes,Female,16,15-11-1978,47,Tax Accountant,Property,Affluent Customer,N,Yes,8
3682,Dukie Asson,Male,94,15-06-1978,47,GIS Technical Architect,Financial Services,Mass Customer,N,Yes,11
3697,Zebedee Christal,Male,47,10-10-1978,47,Recruiting Manager,n/a,Mass Customer,N,Yes,8
3751,Millicent Nacci,Female,44,28-12-1978,46,Environmental Specialist,n/a,Affluent Customer,N,Yes,13
3813,Skelly Caudell,Male,12,13-04-1979,46,Media Manager IV,IT,Mass Customer,N,Yes,6
3819,Alvan Phillput,Male,62,29-06-1978,47,Staff Accountant I,n/a,High Net Worth,N,No,3
3825,Cinda Rounds,Female,82,12-10-1978,47,Recruiting Manager,Health,Mass Customer,N,No,11
3826,Marlow Balffye,Male,33,25-09-1978,47,NA,Health,Mass Customer,N,No,7
3873,Sascha Paolozzi,Male,32,05-12-1978,47,Compensation Analyst,Financial Services,Mass Customer,N,No,11
3885,Asher ,Male,55,17-06-1978,47,Actuary,Financial Services,Mass Customer,N,Yes,8
3925,Cally Chaim,Female,81,25-11-1978,47,Statistician I,n/a,High Net Worth,N,No,7
3937,Brennen Mularkey,Male,81,07-06-1978,47,Tax Accountant,Property,Mass Customer,N,No,12
3957,Bernice Scotchforth,Female,4,20-07-1978,47,Business Systems Development Analyst,n/a,High Net Worth,N,Yes,14
3971,Analise Asbrey,Female,2,14-01-1979,46,Desktop Support Technician,Financial Services,High Net Worth,N,No,16
3972,Maribelle Schaffel,Female,6,28-03-1979,46,NA,Retail,Mass Customer,N,No,8
62,Sorcha Roggers,Female,38,06-07-1979,46,NA,IT,Mass Customer,N,Yes,22
97,Arne Corain,Male,16,27-07-1979,46,Community Outreach Specialist,Financial Services,Mass Customer,N,Yes,10
156,Shayla Rimmington,Female,23,09-09-1979,46,Cost Accountant,Financial Services,Mass Customer,N,Yes,11
162,Port Acuna,Male,90,12-08-1979,46,Nurse Practicioner,IT,Mass Customer,N,No,15
185,Crosby Walcot,Male,80,13-12-1979,46,NA,Property,Mass Customer,N,Yes,13
217,Jeralee Quartly,Female,63,09-12-1979,46,NA,Manufacturing,High Net Worth,N,No,16
221,Mara Bloore,Female,14,10-03-1980,45,Tax Accountant,Manufacturing,Mass Customer,N,No,14
260,Farand Marriner,Female,47,30-08-1979,46,Senior Quality Engineer,Health,High Net Worth,N,Yes,22
326,Guenna Spensly,Female,74,16-02-1980,45,Help Desk Operator,Financial Services,Mass Customer,N,No,6
336,Georgiana Wallington,Female,91,06-01-1980,45,NA,Manufacturing,High Net Worth,N,No,3
337,Shaylah Urquhart,Female,67,08-10-1979,46,Statistician IV,Agriculture,High Net Worth,N,Yes,12
339,Nanny Casero,Female,56,11-01-1980,45,Human Resources Manager,Health,Mass Customer,N,No,12
352,Orrin Finding,Male,12,08-07-1979,46,Sales Representative,Retail,Mass Customer,N,No,4
379,Bert Ainslie,Male,2,13-03-1980,45,NA,Manufacturing,High Net Worth,N,Yes,4
461,Jsandye Melendez,Female,19,09-10-1979,46,Social Worker,Health,Mass Customer,N,Yes,14
487,Elayne Braiden,Female,70,19-09-1979,46,Food Chemist,Health,Mass Customer,N,No,10
509,Tobe Vamplew,Male,64,06-08-1979,46,Developer II,Financial Services,Affluent Customer,N,Yes,21
525,Lennard Donizeau,Male,64,12-02-1980,45,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,9
608,Alisun Heinecke,Female,55,08-01-1980,45,Accounting Assistant I,Retail,High Net Worth,N,Yes,12
659,Natalee Stringman,Female,44,09-10-1979,46,NA,Financial Services,Affluent Customer,N,Yes,15
709,Holly Cavil,Female,83,11-12-1979,46,Accountant III,Financial Services,Mass Customer,N,Yes,5
716,Trescha Preshous,Female,31,09-11-1979,46,Social Worker,Health,Mass Customer,N,No,11
754,Patsy Beefon,Female,15,28-07-1979,46,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14
762,Kerwin Jossel,Male,91,06-03-1980,45,Environmental Specialist,n/a,Mass Customer,N,Yes,22
785,Anthea Guesford,Female,48,26-08-1979,46,Assistant Professor,Manufacturing,Mass Customer,N,Yes,18
808,Nigel Phippard,Male,21,21-11-1979,46,Social Worker,Health,High Net Worth,N,Yes,17
848,Lannie Chat,Male,79,25-06-1979,46,VP Product Management,Manufacturing,Mass Customer,N,No,13
858,Barby Charlwood,Female,79,02-06-1980,45,Internal Auditor,Financial Services,High Net Worth,N,Yes,9
868,Effie Duddy,Female,84,18-07-1979,46,VP Accounting,Financial Services,Mass Customer,N,Yes,11
881,Carmella O' Lone,Female,82,07-05-1980,45,Information Systems Manager,n/a,High Net Worth,N,No,15
921,Gretchen Seneschal,Female,77,19-12-1979,46,Help Desk Technician,Manufacturing,Mass Customer,N,No,7
943,Holly Gamett,Male,94,17-09-1979,46,Legal Assistant,Property,Affluent Customer,N,Yes,15
973,Annabella Hebron,Female,46,02-08-1979,46,Data Coordiator,Health,High Net Worth,N,No,15
1001,Finley Vost,Male,63,27-08-1979,46,Recruiter,Retail,Mass Customer,N,No,14
1073,Elbertina Donne,Female,77,25-02-1980,45,Associate Professor,n/a,Affluent Customer,N,Yes,7
1087,Lian Madrell,Female,39,18-09-1979,46,Financial Analyst,Financial Services,Mass Customer,N,Yes,8
1091,Keith Housden,Male,19,15-04-1980,45,NA,Health,Mass Customer,N,No,15
1135,Mireielle Avrasin,Female,60,03-05-1980,45,Software Engineer IV,Financial Services,Mass Customer,N,Yes,11
1288,Abra Cuardall,Female,51,07-10-1979,46,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,18
1343,Creight Deery,Male,67,10-12-1979,46,Dental Hygienist,Health,High Net Worth,N,No,5
1353,Phebe Dockwra,Female,1,31-03-1980,45,Clinical Specialist,Health,Mass Customer,N,Yes,11
1414,Allison Clowton,Female,57,29-02-1980,45,Help Desk Technician,Retail,Mass Customer,N,Yes,10
1492,Cordey Tomik,Female,51,11-01-1980,45,Media Manager I,n/a,Mass Customer,N,No,7
1536,Tiffany Fanshaw,Female,28,04-10-1979,46,Software Consultant,Financial Services,Affluent Customer,N,Yes,15
1568,Bellanca Strutz,Female,78,23-05-1980,45,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,9
1593,Tommy Kupisz,Female,69,11-10-1979,46,Tax Accountant,IT,Mass Customer,N,No,17
1624,Hakim Burnhard,Male,18,04-05-1980,45,Compensation Analyst,Financial Services,Mass Customer,N,Yes,6
1636,Karly Ackenhead,Female,65,12-05-1980,45,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,5
1650,Raphaela Looby,Female,44,03-05-1980,45,Tax Accountant,n/a,High Net Worth,N,No,16
1660,Justinian Jekyll,Male,85,16-03-1980,45,Internal Auditor,Retail,Affluent Customer,N,No,15
1681,Rupert Gilstoun,Male,78,07-12-1979,46,NA,Health,High Net Worth,N,Yes,6
1684,Janie Stonehewer,Female,96,10-07-1979,46,Environmental Tech,Manufacturing,Mass Customer,N,No,6
1691,Tomlin ,Male,50,16-11-1979,46,Account Coordinator,n/a,High Net Worth,N,Yes,7
1705,Nelle Haworth,Female,1,14-08-1979,46,Research Associate,Financial Services,Mass Customer,N,Yes,9
1725,Corena Postlewhite,Female,80,19-07-1979,46,Junior Executive,Manufacturing,High Net Worth,N,Yes,16
1898,Katalin Mantz,Female,67,24-11-1979,46,Developer III,Manufacturing,Affluent Customer,N,Yes,12
1973,Fanni Liffe,Female,52,11-01-1980,45,Media Manager IV,Financial Services,High Net Worth,N,No,5
2082,Sybyl Beekman,Female,38,07-12-1979,46,Legal Assistant,Health,Affluent Customer,N,Yes,19
2142,Marti McComish,Female,61,02-07-1979,46,Biostatistician IV,n/a,Affluent Customer,N,No,7
2154,Bird Bolf,Female,86,08-01-1980,45,Chemical Engineer,Manufacturing,High Net Worth,N,No,6
2235,Maxine Cauldwell,Female,75,02-10-1979,46,Social Worker,Health,Affluent Customer,N,No,16
2245,Elsinore Banbrook,Female,11,21-04-1980,45,Marketing Manager,Agriculture,Mass Customer,N,No,3
2274,Nada Reinert,Female,15,26-11-1979,46,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,Yes,13
2312,Ronnica Grebner,Female,72,10-08-1979,46,Assistant Manager,Manufacturing,Mass Customer,N,No,18
2321,Libbi Freeberne,Female,27,25-03-1980,45,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,20
2346,Joey Scheffler,Male,89,16-09-1979,46,Information Systems Manager,n/a,Mass Customer,N,Yes,4
2484,Elise Slimm,Female,77,03-10-1979,46,Senior Quality Engineer,Property,Mass Customer,N,Yes,14
2519,Ryon Dalliston,Male,76,17-10-1979,46,Senior Developer,Manufacturing,Mass Customer,N,Yes,5
2546,Marinna Hancke,Female,45,10-04-1980,45,Assistant Professor,Manufacturing,High Net Worth,N,No,11
2574,Humfrey Boyse,Male,73,21-12-1979,46,NA,Manufacturing,Mass Customer,N,No,4
2586,Heywood Sollett,Male,10,12-09-1979,46,Tax Accountant,Financial Services,Mass Customer,N,Yes,13
2598,Lindsay Maydway,Male,23,26-03-1980,45,Senior Developer,Manufacturing,Affluent Customer,N,No,9
2622,Natty Sisneros,Male,13,10-12-1979,46,Staff Accountant I,Financial Services,Mass Customer,N,No,16
2703,Peria Amis,Female,37,12-04-1980,45,NA,Manufacturing,Affluent Customer,N,Yes,18
2751,Cordell Coxhell,Male,94,27-07-1979,46,Sales Associate,Retail,High Net Worth,N,Yes,12
2829,Juditha Cufley,Female,2,11-06-1979,46,Electrical Engineer,Manufacturing,High Net Worth,N,No,11
2834,Timmie Ubanks,Male,33,04-05-1980,45,NA,Retail,Affluent Customer,N,No,9
2909,Jayme Rowthorn,Female,31,05-09-1979,46,Associate Professor,Entertainment,High Net Worth,N,No,6
2967,Dud Coom,Male,60,14-09-1979,46,Social Worker,Health,Affluent Customer,N,Yes,20
2980,Di Plaid,Female,27,22-12-1979,46,Chemical Engineer,Manufacturing,Mass Customer,N,No,4
2981,Benny Jadczak,Male,26,30-03-1980,45,Sales Representative,Retail,High Net Worth,N,Yes,21
3035,Sigfrid Caldecot,Male,98,15-04-1980,45,Associate Professor,Health,High Net Worth,N,No,13
3179,Jarid Redwood,Male,87,04-11-1979,46,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17
3241,Milt Erett,Male,34,29-10-1979,46,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,Yes,16
3257,Travis Hulatt,Male,64,07-05-1980,45,Senior Editor,n/a,Mass Customer,N,Yes,10
3299,Sybille Ballsdon,Female,27,10-04-1980,45,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,12
3311,Clary Bennitt,Female,57,21-12-1979,46,Civil Engineer,Manufacturing,Mass Customer,N,Yes,8
3321,Ives ,Male,38,10-05-1980,45,Software Test Engineer I,n/a,High Net Worth,N,Yes,14
3335,Damian Dutt,Male,47,15-12-1979,46,Editor,Health,Mass Customer,N,No,16
3411,Alena Hannis,Female,68,04-01-1980,45,Physical Therapy Assistant,n/a,Mass Customer,N,Yes,20
3466,Victor Zaple,Male,65,28-09-1979,46,Marketing Assistant,IT,Mass Customer,N,No,18
3467,Killy Spaducci,Male,31,20-05-1980,45,VP Quality Control,IT,Mass Customer,N,No,21
3474,Justinian Crowhurst,Male,93,06-11-1979,46,Assistant Manager,Manufacturing,Mass Customer,N,No,14
3499,Shelton Tewkesberrie,Male,29,17-06-1979,46,NA,Manufacturing,Mass Customer,N,Yes,7
3521,Oneida Olivia,Female,27,10-03-1980,45,Research Associate,n/a,High Net Worth,N,Yes,16
3612,Normand Matous,Male,27,27-11-1979,46,NA,IT,High Net Worth,N,No,15
3673,Tobin Fucher,Male,72,28-09-1979,46,NA,Manufacturing,Mass Customer,N,Yes,11
3740,Rania Poulter,Female,82,03-12-1979,46,Dental Hygienist,Health,Mass Customer,N,No,8
3797,Kriste Oldall,Female,76,18-08-1979,46,Occupational Therapist,Health,Affluent Customer,N,Yes,4
3820,Maren Ruske,Female,65,08-03-1980,45,Business Systems Development Analyst,IT,Mass Customer,N,No,17
3879,Vin Attack,Male,74,28-08-1979,46,Payment Adjustment Coordinator,n/a,High Net Worth,N,No,19
3896,Perla Blakiston,Female,3,15-10-1979,46,Tax Accountant,n/a,Mass Customer,N,Yes,13
3992,Germain Tireman,Male,99,02-04-1980,45,Database Administrator IV,Manufacturing,Affluent Customer,N,Yes,18
2,Eli Bockman,Male,81,16-12-1980,45,Administrative Officer,Financial Services,Mass Customer,N,Yes,16
20,Basile Firth,Male,72,13-08-1980,45,Project Manager,Manufacturing,Mass Customer,N,No,11
21,Mile Cammocke,Male,74,20-09-1980,45,Safety Technician I,Manufacturing,Affluent Customer,N,Yes,16
50,Whitby Schapero,Male,38,01-10-1980,45,Account Executive,Manufacturing,Mass Customer,N,Yes,16
92,Jodee Judkins,Female,98,11-09-1980,45,Recruiting Manager,Health,Mass Customer,N,No,12
148,Jaquith Maffey,Female,69,08-05-1981,44,Programmer Analyst III,n/a,Mass Customer,N,Yes,5
152,Stephana Cardew,Female,5,03-03-1981,44,Compensation Analyst,Financial Services,Mass Customer,N,No,16
301,Hildy Bilbrook,Female,54,10-10-1980,45,Developer IV,Manufacturing,High Net Worth,N,No,19
346,Timmie Eisikowitz,Male,68,15-03-1981,44,Financial Analyst,Financial Services,Mass Customer,N,No,3
348,Gan Devoy,Male,20,01-11-1980,45,Assistant Professor,Retail,Mass Customer,N,Yes,9
349,Vinnie Usherwood,Female,35,15-04-1981,44,Computer Systems Analyst IV,Manufacturing,High Net Worth,N,No,4
353,Antonia Cardis,Female,9,09-10-1980,45,Information Systems Manager,n/a,Mass Customer,N,No,3
354,Mavra Donavan,Female,87,26-11-1980,45,Legal Assistant,Property,Mass Customer,N,No,9
419,Chrissie Bernardini,Female,34,26-01-1981,44,VP Marketing,Manufacturing,Affluent Customer,N,No,17
457,Querida Danilchev,Female,70,14-12-1980,45,Recruiting Manager,Financial Services,High Net Worth,N,Yes,17
488,Domini Ghelerdini,Female,24,11-07-1980,45,Help Desk Operator,Property,Mass Customer,N,Yes,10
546,Jorie Pigott,Female,80,24-02-1981,44,Information Systems Manager,Health,Mass Customer,N,Yes,12
594,Humfrey Frankland,Male,74,22-07-1980,45,Office Assistant II,n/a,Mass Customer,N,No,13
669,Fleur Whittlesea,Female,73,02-11-1980,45,Research Associate,n/a,Mass Customer,N,No,3
734,Leicester Fynes,Male,34,06-07-1980,45,Programmer III,Retail,Affluent Customer,N,No,11
743,Pattin Morican,Male,89,06-04-1981,44,VP Accounting,Financial Services,Mass Customer,N,Yes,13
748,Linet Postill,Female,51,21-04-1981,44,VP Marketing,Financial Services,High Net Worth,N,No,7
776,Stanley Seven,Male,30,24-09-1980,45,Financial Analyst,Financial Services,High Net Worth,N,No,20
801,Bertram Linn,Male,28,08-10-1980,45,Geologist IV,n/a,Affluent Customer,N,No,20
807,Lorne Quested,Female,48,25-11-1980,45,Safety Technician I,n/a,Affluent Customer,N,No,16
830,Jayson Chilcott,Male,58,31-05-1981,44,VP Quality Control,Manufacturing,Affluent Customer,N,No,6
860,Ida ,Female,80,12-08-1980,45,NA,n/a,High Net Worth,N,Yes,7
908,Carry Tomlett,Female,86,28-08-1980,45,NA,Financial Services,Affluent Customer,N,Yes,17
970,Kellyann Hawton,Female,2,26-06-1980,45,VP Accounting,Financial Services,High Net Worth,N,Yes,14
988,Andree Simonato,Female,35,15-01-1981,44,Director of Sales,Manufacturing,High Net Worth,N,No,7
1112,Jarrett Chiplin,Male,25,22-05-1981,44,NA,n/a,Mass Customer,N,Yes,13
1120,Jacquelyn Rowlinson,Female,87,31-08-1980,45,Web Developer IV,Retail,Affluent Customer,N,No,12
1226,Constantia Sirr,Female,32,16-03-1981,44,Director of Sales,Health,Mass Customer,N,Yes,13
1282,Garald Pidler,Male,99,15-11-1980,45,Programmer Analyst III,Entertainment,Affluent Customer,N,Yes,14
1291,Warner Zuker,Male,0,16-08-1980,45,Quality Engineer,Health,Mass Customer,N,No,12
1293,Vidovic Fretson,Male,89,07-10-1980,45,Quality Engineer,IT,Mass Customer,N,No,8
1297,Shay Gimbart,Male,91,12-02-1981,44,Social Worker,Health,Mass Customer,N,No,3
1338,Giuseppe Tezure,Male,53,24-11-1980,45,Product Engineer,n/a,High Net Worth,N,No,14
1356,Ofella Walbrook,Female,12,24-02-1981,44,Account Representative I,n/a,High Net Worth,N,No,13
1372,Rockie Wheldon,Male,44,02-07-1980,45,Computer Systems Analyst III,Manufacturing,Affluent Customer,N,No,17
1403,Germana McFadin,Female,18,01-12-1980,45,Geologist II,Retail,Mass Customer,N,No,16
1407,Tamarah Sobtka,Female,43,04-10-1980,45,Structural Analysis Engineer,Manufacturing,Mass Customer,N,Yes,9
1429,Dante Jikylls,Male,94,03-12-1980,45,Legal Assistant,Health,Mass Customer,N,Yes,12
1571,Tadeas McUre,Male,19,08-09-1980,45,Clinical Specialist,Health,Mass Customer,N,Yes,22
1606,Shayne Ellesworthe,Female,93,25-11-1980,45,Environmental Specialist,n/a,Affluent Customer,N,Yes,9
1686,Fremont Trundle,Male,95,06-07-1980,45,Account Representative IV,Agriculture,Mass Customer,N,Yes,16
1721,Delcine Hansod,Female,82,22-10-1980,45,Senior Quality Engineer,Financial Services,High Net Worth,N,No,14
1749,Debbi Petschelt,Female,66,22-10-1980,45,NA,Telecommunications,High Net Worth,N,No,4
1829,Darcy Jaslem,Male,82,29-10-1980,45,Editor,n/a,Mass Customer,N,No,14
1862,Daron Umpleby,Female,24,29-06-1980,45,NA,Health,High Net Worth,N,Yes,4
1900,Noland Larder,Male,67,15-08-1980,45,Safety Technician II,Financial Services,Affluent Customer,N,Yes,19
1911,Hallsy De Leek,Male,22,08-06-1980,45,Director of Sales,Manufacturing,Mass Customer,N,No,3
1933,Ephraim Fulep,Male,72,10-09-1980,45,Automation Specialist I,Manufacturing,Affluent Customer,N,No,18
1944,Gregory Balchin,Male,73,30-07-1980,45,Programmer III,Agriculture,High Net Worth,N,Yes,8
1955,Thornton Vereker,Male,18,22-11-1980,45,Environmental Specialist,n/a,Mass Customer,N,No,11
1993,Agustin Isworth,Male,82,27-07-1980,45,Accounting Assistant II,n/a,High Net Worth,N,Yes,3
2055,Harmon Bakster,Male,46,14-09-1980,45,Administrative Assistant III,Retail,High Net Worth,N,No,7
2083,Karee Ortler,Female,5,18-07-1980,45,NA,n/a,Mass Customer,N,No,4
2091,Dominga Crosfield,Female,27,22-06-1980,45,Office Assistant II,Agriculture,Mass Customer,N,No,9
2129,Barron Waszkiewicz,Male,26,07-10-1980,45,Electrical Engineer,Manufacturing,High Net Worth,N,No,3
2135,Teador Laurant,Male,97,18-09-1980,45,Structural Engineer,n/a,Mass Customer,N,Yes,15
2223,Sarita Georgiev,Female,38,29-01-1981,44,Professor,Health,Mass Customer,N,No,12
2261,Gerome Monshall,Male,81,21-09-1980,45,Account Representative II,Health,Mass Customer,N,Yes,13
2265,Brendan Vicent,Male,55,29-07-1980,45,NA,Property,Mass Customer,N,Yes,5
2289,Kissie Steanson,Female,97,25-09-1980,45,Research Nurse,Health,Affluent Customer,N,Yes,13
2290,Myca Standley,Male,18,10-03-1981,44,Account Executive,Manufacturing,Mass Customer,N,Yes,5
